Season,Divison,TeamID,OpponentTeamID,TeamScore,OpponentScore,GameResult,Win,WinPercentage,MedianScoreDifference,HighSeed,OpponentWinPercentage,OpponentMedianScoreDifference,OpponentHighSeed,WinPercentageDifference,HighSeedDifference,MedianScoreDifferenceDifference,538rating,538ratingOpponent,538rating_Difference,BaselinePred
2016,M,1235,1233,94,81,W,1,0.65625,6.5,4.0,0.6875,8.5,13.0,-0.03125,-9.0,-2.0,86.5,78.22,8.280000000000001,True
2016,M,1242,1122,105,79,W,1,0.8787878787878788,10.0,1.0,0.48484848484848486,-1.0,16.0,0.3939393939393939,-15.0,11.0,94.46,68.83,25.629999999999995,True
2016,M,1246,1392,85,57,W,1,0.7647058823529411,13.5,4.0,0.8,12.5,13.0,-0.03529411764705892,-9.0,1.0,90.69,77.09,13.599999999999994,True
2016,M,1274,1138,79,72,W,1,0.78125,10.5,3.0,0.5757575757575758,4.0,14.0,0.2054924242424242,-11.0,6.5,87.05,75.66,11.39,True
2016,M,1314,1195,83,67,W,1,0.8235294117647058,11.5,1.0,0.5517241379310345,2.0,16.0,0.27180527383367137,-15.0,9.5,93.94,71.41,22.53,True
2016,M,1344,1425,70,69,W,1,0.696969696969697,4.0,9.0,0.6363636363636364,10.0,8.0,0.06060606060606066,1.0,-6.0,82.48,81.4,1.0799999999999983,False
2016,M,1428,1201,80,69,W,1,0.7575757575757576,6.0,3.0,0.71875,4.5,14.0,0.03882575757575757,-11.0,1.5,86.64,76.61,10.030000000000001,True
2016,M,1438,1214,81,45,W,1,0.7878787878787878,11.0,1.0,0.6666666666666666,3.0,16.0,0.12121212121212122,-15.0,8.0,92.46,68.61,23.849999999999994,True
2016,M,1455,1112,65,55,W,1,0.7419354838709677,17.0,11.0,0.7575757575757576,12.0,6.0,-0.01564027370478982,5.0,5.0,86.59,89.04,-2.450000000000003,False
2016,M,1463,1124,79,75,W,1,0.7777777777777778,13.0,12.0,0.65625,8.0,5.0,0.12152777777777779,7.0,5.0,80.2,85.47,-5.269999999999996,False
2016,M,1218,1143,77,66,W,1,0.8333333333333334,11.0,13.0,0.696969696969697,8.0,4.0,0.13636363636363635,9.0,3.0,78.02,85.62,-7.6000000000000085,False
2016,M,1234,1396,72,70,W,1,0.6774193548387096,11.0,7.0,0.65625,3.5,10.0,0.02116935483870963,-3.0,7.5,85.91,78.48,7.429999999999993,True
2016,M,1268,1355,79,74,W,1,0.75,6.5,5.0,0.7741935483870968,9.0,12.0,-0.024193548387096753,-7.0,-2.5,87.37,78.64,8.730000000000004,True
2016,M,1292,1277,90,81,W,1,0.7096774193548387,3.0,15.0,0.8529411764705882,15.5,2.0,-0.14326375711574946,13.0,-12.5,75.02,91.84,-16.820000000000007,False
2016,M,1320,1400,75,72,W,1,0.6363636363636364,3.0,11.0,0.625,3.0,6.0,0.011363636363636354,5.0,0.0,80.24,84.66,-4.420000000000002,False
2016,M,1323,1276,70,63,W,1,0.65625,5.0,6.0,0.6363636363636364,5.0,11.0,0.019886363636363646,-5.0,0.0,84.36,79.57,4.790000000000006,True
2016,M,1328,1167,82,68,W,1,0.78125,7.0,2.0,0.7241379310344828,11.0,15.0,0.05711206896551724,-13.0,-4.0,89.96,74.97,14.989999999999995,True
2016,M,1332,1221,91,52,W,1,0.8181818181818182,10.0,1.0,0.42424242424242425,-4.0,16.0,0.393939393939394,-15.0,14.0,88.0,66.85,21.150000000000006,True
2016,M,1372,1452,70,56,W,1,0.8214285714285714,20.5,14.0,0.7647058823529411,11.0,3.0,0.05672268907563027,11.0,9.5,80.98,89.3,-8.319999999999993,False
2016,M,1386,1153,78,76,W,1,0.7941176470588235,9.0,8.0,0.6875,5.5,9.0,0.10661764705882348,-1.0,3.5,81.61,83.7,-2.0900000000000034,True
2016,M,1393,1173,70,51,W,1,0.59375,5.0,10.0,0.78125,4.5,7.0,-0.1875,3.0,0.5,82.69,82.37,0.3199999999999932,False
2016,M,1401,1453,92,65,W,1,0.7647058823529411,10.0,3.0,0.6363636363636364,5.0,14.0,0.12834224598930477,-11.0,5.0,86.82,76.18,10.639999999999986,True
2016,M,1433,1333,75,67,W,1,0.7058823529411765,10.0,10.0,0.6,4.0,7.0,0.10588235294117654,3.0,6.0,83.05,77.63,5.420000000000002,False
2016,M,1437,1421,86,56,W,1,0.8529411764705882,14.0,2.0,0.6451612903225806,7.0,15.0,0.20777988614800758,-13.0,7.0,91.29,74.17,17.120000000000005,True
2016,M,1458,1338,47,43,W,1,0.625,5.5,7.0,0.6451612903225806,5.0,10.0,-0.020161290322580627,-3.0,0.5,84.75,82.29,2.4599999999999937,True
2016,M,1462,1451,71,53,W,1,0.84375,10.0,2.0,0.7419354838709677,5.0,15.0,0.10181451612903225,-13.0,5.0,87.73,73.28,14.450000000000003,True
2016,M,1181,1463,71,64,W,1,0.696969696969697,8.0,4.0,0.7777777777777778,13.0,12.0,-0.08080808080808077,-8.0,-5.0,87.33,80.2,7.1299999999999955,True
2016,M,1211,1428,82,59,W,1,0.78125,9.5,11.0,0.7575757575757576,6.0,3.0,0.02367424242424243,8.0,3.5,85.96,86.64,-0.6800000000000068,False
2016,M,1231,1246,73,67,W,1,0.78125,10.0,5.0,0.7647058823529411,13.5,4.0,0.016544117647058876,1.0,-3.5,87.36,90.69,-3.3299999999999983,False
2016,M,1235,1114,78,61,W,1,0.65625,6.5,4.0,0.8709677419354839,8.0,12.0,-0.21471774193548387,-8.0,-1.5,86.5,78.9,7.599999999999994,True
2016,M,1242,1163,73,61,W,1,0.8787878787878788,10.0,1.0,0.7058823529411765,8.5,9.0,0.17290552584670227,-8.0,1.5,94.46,85.32,9.14,True
2016,M,1274,1455,65,57,W,1,0.78125,10.5,3.0,0.7419354838709677,17.0,11.0,0.03931451612903225,-8.0,-6.5,87.05,86.59,0.45999999999999375,True
2016,M,1314,1344,85,66,W,1,0.8235294117647058,11.5,1.0,0.696969696969697,4.0,9.0,0.12655971479500883,-8.0,7.5,93.94,82.48,11.459999999999994,True
2016,M,1438,1139,77,69,W,1,0.7878787878787878,11.0,1.0,0.6774193548387096,6.0,9.0,0.11045943304007821,-8.0,5.0,92.46,84.17,8.289999999999992,True
2016,M,1268,1218,73,60,W,1,0.75,6.5,5.0,0.8333333333333334,11.0,13.0,-0.08333333333333337,-8.0,-4.5,87.37,78.02,9.350000000000009,True
2016,M,1323,1372,76,75,W,1,0.65625,5.0,6.0,0.8214285714285714,20.5,14.0,-0.1651785714285714,-8.0,-15.5,84.36,80.98,3.3799999999999955,True
2016,M,1328,1433,85,81,W,1,0.78125,7.0,2.0,0.7058823529411765,10.0,10.0,0.07536764705882348,-8.0,-3.0,89.96,83.05,6.909999999999997,True
2016,M,1332,1386,69,64,W,1,0.8181818181818182,10.0,1.0,0.7941176470588235,9.0,8.0,0.02406417112299475,-7.0,1.0,88.0,81.61,6.390000000000001,True
2016,M,1393,1292,75,50,W,1,0.59375,5.0,10.0,0.7096774193548387,3.0,15.0,-0.11592741935483875,-5.0,2.0,82.69,75.02,7.670000000000002,True
2016,M,1401,1320,92,88,W,1,0.7647058823529411,10.0,3.0,0.6363636363636364,3.0,11.0,0.12834224598930477,-8.0,7.0,86.82,80.24,6.579999999999998,True
2016,M,1437,1234,87,68,W,1,0.8529411764705882,14.0,2.0,0.6774193548387096,11.0,7.0,0.17552182163187857,-5.0,3.0,91.29,85.91,5.38000000000001,True
2016,M,1458,1462,66,63,W,1,0.625,5.5,7.0,0.84375,10.0,2.0,-0.21875,5.0,-4.5,84.75,87.73,-2.980000000000004,False
2016,M,1242,1268,79,63,W,1,0.8787878787878788,10.0,1.0,0.75,6.5,5.0,0.12878787878787878,-4.0,3.5,94.46,87.37,7.089999999999989,True
2016,M,1328,1401,77,63,W,1,0.78125,7.0,2.0,0.7647058823529411,10.0,3.0,0.016544117647058876,-1.0,-3.0,89.96,86.82,3.1400000000000006,True
2016,M,1332,1181,82,68,W,1,0.8181818181818182,10.0,1.0,0.696969696969697,8.0,4.0,0.12121212121212122,-3.0,2.0,88.0,87.33,0.6700000000000017,True
2016,M,1437,1274,92,69,W,1,0.8529411764705882,14.0,2.0,0.78125,10.5,3.0,0.0716911764705882,-1.0,3.5,91.29,87.05,4.240000000000009,True
2016,M,1314,1231,101,86,W,1,0.8235294117647058,11.5,1.0,0.78125,10.0,5.0,0.04227941176470584,-4.0,1.5,93.94,87.36,6.579999999999998,True
2016,M,1323,1458,61,56,W,1,0.65625,5.0,6.0,0.625,5.5,7.0,0.03125,-1.0,-0.5,84.36,84.75,-0.39000000000000057,True
2016,M,1393,1211,63,60,W,1,0.59375,5.0,10.0,0.78125,9.5,11.0,-0.1875,-1.0,-4.5,82.69,85.96,-3.269999999999996,True
2016,M,1438,1235,84,71,W,1,0.7878787878787878,11.0,1.0,0.65625,6.5,4.0,0.13162878787878785,-3.0,4.5,92.46,86.5,5.959999999999994,True
2016,M,1328,1332,80,68,W,1,0.78125,7.0,2.0,0.8181818181818182,10.0,1.0,-0.03693181818181823,1.0,-3.0,89.96,88.0,1.9599999999999937,False
2016,M,1437,1242,64,59,W,1,0.8529411764705882,14.0,2.0,0.8787878787878788,10.0,1.0,-0.025846702317290582,1.0,4.0,91.29,94.46,-3.1699999999999875,False
2016,M,1314,1323,88,74,W,1,0.8235294117647058,11.5,1.0,0.65625,5.0,6.0,0.16727941176470584,-5.0,6.5,93.94,84.36,9.579999999999998,True
2016,M,1393,1438,68,62,W,1,0.59375,5.0,10.0,0.7878787878787878,11.0,1.0,-0.19412878787878785,9.0,-6.0,82.69,92.46,-9.769999999999996,False
2016,M,1314,1393,83,66,W,1,0.8235294117647058,11.5,1.0,0.59375,5.0,10.0,0.22977941176470584,-9.0,6.5,93.94,82.69,11.25,True
2016,M,1437,1328,95,51,W,1,0.8529411764705882,14.0,2.0,0.78125,7.0,2.0,0.0716911764705882,0.0,7.0,91.29,89.96,1.3300000000000125,True
2016,M,1437,1314,77,74,W,1,0.8529411764705882,14.0,2.0,0.8235294117647058,11.5,1.0,0.02941176470588236,1.0,2.5,91.29,93.94,-2.6499999999999915,False
2017,M,1243,1448,95,88,W,1,0.6060606060606061,3.0,11.0,0.59375,5.0,11.0,0.012310606060606077,0.0,-2.0,83.08,82.96,0.12000000000000455,True
2017,M,1291,1309,67,66,W,1,0.5588235294117647,1.5,16.0,0.6071428571428571,5.0,16.0,-0.048319327731092376,0.0,-3.5,69.78,69.24,0.5400000000000063,False
2017,M,1413,1300,67,63,W,1,0.625,3.5,16.0,0.7333333333333333,8.0,16.0,-0.10833333333333328,0.0,-4.5,69.94,71.04,-1.1000000000000085,False
2017,M,1425,1344,75,71,W,1,0.7272727272727273,7.0,11.0,0.625,4.0,11.0,0.10227272727272729,0.0,3.0,81.18,81.75,-0.5699999999999932,True
2017,M,1112,1315,100,82,W,1,0.8823529411764706,11.0,2.0,0.6785714285714286,5.0,15.0,0.20378151260504196,-13.0,6.0,88.99,72.33,16.659999999999997,True
2017,M,1139,1457,76,64,W,1,0.7419354838709677,8.0,4.0,0.8,8.0,13.0,-0.058064516129032295,-9.0,0.0,86.52,75.53,10.989999999999995,True
2017,M,1196,1190,80,65,W,1,0.75,10.5,4.0,0.78125,9.5,13.0,-0.03125,-9.0,1.0,87.84,78.05,9.790000000000006,True
2017,M,1199,1195,86,80,W,1,0.7575757575757576,9.0,3.0,0.7666666666666667,5.5,14.0,-0.00909090909090915,-11.0,3.5,87.22,75.81,11.409999999999997,True
2017,M,1211,1355,66,46,W,1,0.9696969696969697,21.0,1.0,0.5,-0.5,16.0,0.4696969696969697,-15.0,21.5,93.71,72.79,20.919999999999987,True
2017,M,1235,1305,84,73,W,1,0.696969696969697,5.0,5.0,0.8235294117647058,9.5,12.0,-0.12655971479500883,-7.0,-4.5,87.92,80.73,7.189999999999998,True
2017,M,1292,1278,81,72,W,1,0.8787878787878788,11.0,12.0,0.7272727272727273,7.0,5.0,0.1515151515151515,7.0,4.0,81.28,81.23,0.04999999999999716,False
2017,M,1321,1435,68,66,W,1,0.6764705882352942,7.0,8.0,0.5588235294117647,2.0,9.0,0.11764705882352944,-1.0,5.0,82.6,83.79,-1.190000000000012,True
2017,M,1323,1343,60,58,W,1,0.7352941176470589,6.5,5.0,0.7857142857142857,8.5,12.0,-0.05042016806722682,-7.0,-2.0,86.68,80.0,6.680000000000007,True
2017,M,1345,1436,80,70,W,1,0.78125,11.0,4.0,0.8484848484848485,12.0,13.0,-0.06723484848484851,-9.0,-1.0,88.61,79.49,9.120000000000005,True
2017,M,1388,1433,85,77,W,1,0.875,14.5,7.0,0.7647058823529411,8.0,10.0,0.11029411764705888,-3.0,6.5,87.39,82.93,4.459999999999994,True
2017,M,1437,1291,76,56,W,1,0.9117647058823529,13.0,1.0,0.5588235294117647,1.5,16.0,0.3529411764705882,-15.0,11.5,95.18,69.78,25.400000000000006,True
2017,M,1438,1423,76,71,W,1,0.6875,11.5,5.0,0.84375,9.0,12.0,-0.15625,-7.0,2.5,90.02,80.19,9.829999999999998,True
2017,M,1452,1137,86,80,W,1,0.7647058823529411,11.5,4.0,0.7647058823529411,12.0,13.0,0.0,-9.0,-0.5,90.8,77.93,12.86999999999999,True
2017,M,1458,1439,84,74,W,1,0.7352941176470589,10.5,8.0,0.6875,4.0,9.0,0.047794117647058876,-1.0,6.5,87.84,80.02,7.820000000000007,True
2017,M,1462,1268,76,65,W,1,0.6176470588235294,3.5,11.0,0.7419354838709677,6.0,6.0,-0.12428842504743831,5.0,-2.5,82.34,82.48,-0.14000000000000057,False
2017,M,1116,1371,77,71,W,1,0.7352941176470589,8.5,8.0,0.65625,3.0,9.0,0.07904411764705888,-1.0,5.5,83.19,82.95,0.23999999999999488,True
2017,M,1124,1308,91,73,W,1,0.7741935483870968,9.0,3.0,0.8333333333333334,10.5,14.0,-0.05913978494623662,-11.0,-1.5,87.66,75.6,12.060000000000002,True
2017,M,1153,1243,75,61,W,1,0.8529411764705882,13.5,6.0,0.6060606060606061,3.0,11.0,0.24688057040998213,-5.0,10.5,87.35,83.08,4.269999999999996,True
2017,M,1181,1407,87,65,W,1,0.7714285714285715,9.0,2.0,0.5882352941176471,3.0,15.0,0.18319327731092439,-13.0,6.0,92.26,73.28,18.980000000000004,True
2017,M,1242,1413,100,62,W,1,0.875,8.5,1.0,0.625,3.5,16.0,0.25,-15.0,5.0,92.18,69.94,22.24000000000001,True
2017,M,1246,1297,79,70,W,1,0.8529411764705882,10.5,2.0,0.6875,5.5,15.0,0.1654411764705882,-13.0,5.0,92.28,72.83,19.450000000000003,True
2017,M,1257,1240,78,63,W,1,0.75,8.0,2.0,0.5625,2.0,15.0,0.1875,-13.0,6.0,90.8,71.17,19.629999999999995,True
2017,M,1276,1329,92,91,W,1,0.6857142857142857,6.0,7.0,0.6129032258064516,4.0,10.0,0.0728110599078341,-3.0,2.0,86.86,84.71,2.1500000000000057,True
2017,M,1277,1274,78,58,W,1,0.5757575757575758,4.0,9.0,0.65625,6.0,8.0,-0.0804924242424242,1.0,-2.0,82.79,84.56,-1.769999999999996,False
2017,M,1314,1411,103,64,W,1,0.7878787878787878,13.0,1.0,0.6764705882352942,5.0,16.0,0.11140819964349369,-15.0,8.0,91.74,70.99,20.75,True
2017,M,1332,1233,93,77,W,1,0.8484848484848485,12.0,3.0,0.6470588235294118,7.0,14.0,0.2014260249554367,-11.0,5.0,87.3,75.49,11.810000000000002,True
2017,M,1348,1166,84,72,W,1,0.7272727272727273,9.0,11.0,0.7272727272727273,11.0,6.0,0.0,5.0,-2.0,84.02,84.43,-0.4100000000000108,False
2017,M,1376,1266,93,73,W,1,0.6774193548387096,6.0,7.0,0.6129032258064516,8.0,10.0,0.06451612903225801,-3.0,-2.0,83.08,83.01,0.06999999999999318,True
2017,M,1417,1245,97,80,W,1,0.8787878787878788,14.0,3.0,0.6176470588235294,3.5,14.0,0.26114081996434935,-11.0,10.5,88.02,74.27,13.75,True
2017,M,1425,1374,66,65,W,1,0.7272727272727273,7.0,11.0,0.8823529411764706,15.0,6.0,-0.15508021390374327,5.0,-8.0,81.18,88.43,-7.25,False
2017,M,1455,1173,64,58,W,1,0.8787878787878788,19.0,10.0,0.7666666666666667,7.0,7.0,0.11212121212121207,3.0,12.0,88.86,82.84,6.019999999999996,False
2017,M,1112,1388,69,60,W,1,0.8823529411764706,11.0,2.0,0.875,14.5,7.0,0.007352941176470562,-5.0,-3.5,88.99,87.39,1.5999999999999943,True
2017,M,1139,1292,74,65,W,1,0.7419354838709677,8.0,4.0,0.8787878787878788,11.0,12.0,-0.13685239491691104,-8.0,-3.0,86.52,81.28,5.239999999999995,True
2017,M,1196,1438,65,39,W,1,0.75,10.5,4.0,0.6875,11.5,5.0,0.0625,-1.0,-1.0,87.84,90.02,-2.1799999999999926,True
2017,M,1211,1321,79,73,W,1,0.9696969696969697,21.0,1.0,0.6764705882352942,7.0,8.0,0.29322638146167557,-7.0,14.0,93.71,82.6,11.11,True
2017,M,1345,1235,80,76,W,1,0.78125,11.0,4.0,0.696969696969697,5.0,5.0,0.08428030303030298,-1.0,6.0,88.61,87.92,0.6899999999999977,True
2017,M,1452,1323,83,71,W,1,0.7647058823529411,11.5,4.0,0.7352941176470589,6.5,5.0,0.02941176470588225,-1.0,5.0,90.8,86.68,4.11999999999999,True
2017,M,1458,1437,65,62,W,1,0.7352941176470589,10.5,8.0,0.9117647058823529,13.0,1.0,-0.17647058823529405,7.0,-2.5,87.84,95.18,-7.340000000000003,False
2017,M,1462,1199,91,66,W,1,0.6176470588235294,3.5,11.0,0.7575757575757576,9.0,3.0,-0.13992869875222813,8.0,-5.5,82.34,87.22,-4.8799999999999955,False
2017,M,1124,1425,82,78,W,1,0.7741935483870968,9.0,3.0,0.7272727272727273,7.0,11.0,0.04692082111436946,-8.0,2.0,87.66,81.18,6.47999999999999,True
2017,M,1242,1277,90,70,W,1,0.875,8.5,1.0,0.5757575757575758,4.0,9.0,0.2992424242424242,-8.0,4.5,92.18,82.79,9.39,True
2017,M,1246,1455,65,62,W,1,0.8529411764705882,10.5,2.0,0.8787878787878788,19.0,10.0,-0.025846702317290582,-8.0,-8.5,92.28,88.86,3.4200000000000017,True
2017,M,1276,1257,73,69,W,1,0.6857142857142857,6.0,7.0,0.75,8.0,2.0,-0.06428571428571428,5.0,-2.0,86.86,90.8,-3.9399999999999977,False
2017,M,1314,1116,72,65,W,1,0.7878787878787878,13.0,1.0,0.7352941176470589,8.5,8.0,0.05258467023172897,-7.0,4.5,91.74,83.19,8.549999999999997,True
2017,M,1332,1348,75,72,W,1,0.8484848484848485,12.0,3.0,0.7272727272727273,9.0,11.0,0.12121212121212122,-8.0,3.0,87.3,84.02,3.280000000000001,True
2017,M,1376,1181,88,81,W,1,0.6774193548387096,6.0,7.0,0.7714285714285715,9.0,2.0,-0.09400921658986183,5.0,-3.0,83.08,92.26,-9.180000000000007,False
2017,M,1417,1153,79,67,W,1,0.8787878787878788,14.0,3.0,0.8529411764705882,13.5,6.0,0.025846702317290582,-3.0,0.5,88.02,87.35,0.6700000000000017,True
2017,M,1211,1452,61,58,W,1,0.9696969696969697,21.0,1.0,0.7647058823529411,11.5,4.0,0.2049910873440286,-3.0,9.5,93.71,90.8,2.9099999999999966,True
2017,M,1242,1345,98,66,W,1,0.875,8.5,1.0,0.78125,11.0,4.0,0.09375,-3.0,-2.5,92.18,88.61,3.5700000000000074,True
2017,M,1332,1276,69,68,W,1,0.8484848484848485,12.0,3.0,0.6857142857142857,6.0,7.0,0.1627705627705628,-4.0,6.0,87.3,86.86,0.4399999999999977,True
2017,M,1462,1112,73,71,W,1,0.6176470588235294,3.5,11.0,0.8823529411764706,11.0,2.0,-0.2647058823529411,9.0,-7.5,82.34,88.99,-6.6499999999999915,False
2017,M,1196,1458,84,83,W,1,0.75,10.5,4.0,0.7352941176470589,10.5,8.0,0.014705882352941124,-4.0,0.0,87.84,87.84,0.0,True
2017,M,1246,1417,86,75,W,1,0.8529411764705882,10.5,2.0,0.8787878787878788,14.0,3.0,-0.025846702317290582,-1.0,-3.5,92.28,88.02,4.260000000000005,True
2017,M,1314,1139,92,80,W,1,0.7878787878787878,13.0,1.0,0.7419354838709677,8.0,4.0,0.045943304007820096,-3.0,5.0,91.74,86.52,5.219999999999999,True
2017,M,1376,1124,70,50,W,1,0.6774193548387096,6.0,7.0,0.7741935483870968,9.0,3.0,-0.09677419354838712,4.0,-3.0,83.08,87.66,-4.579999999999998,False
2017,M,1211,1462,83,59,W,1,0.9696969696969697,21.0,1.0,0.6176470588235294,3.5,11.0,0.3520499108734403,-10.0,17.5,93.71,82.34,11.36999999999999,True
2017,M,1332,1242,74,60,W,1,0.8484848484848485,12.0,3.0,0.875,8.5,1.0,-0.02651515151515149,2.0,3.5,87.3,92.18,-4.88000000000001,False
2017,M,1314,1246,75,73,W,1,0.7878787878787878,13.0,1.0,0.8529411764705882,10.5,2.0,-0.06506238859180036,-1.0,2.5,91.74,92.28,-0.5400000000000063,True
2017,M,1376,1196,77,70,W,1,0.6774193548387096,6.0,7.0,0.75,10.5,4.0,-0.07258064516129037,3.0,-4.5,83.08,87.84,-4.760000000000005,False
2017,M,1211,1376,77,73,W,1,0.9696969696969697,21.0,1.0,0.6774193548387096,6.0,7.0,0.2922776148582601,-6.0,15.0,93.71,83.08,10.629999999999995,True
2017,M,1314,1332,77,76,W,1,0.7878787878787878,13.0,1.0,0.8484848484848485,12.0,3.0,-0.06060606060606066,-2.0,1.0,91.74,87.3,4.439999999999998,True
2017,M,1314,1211,71,65,W,1,0.7878787878787878,13.0,1.0,0.9696969696969697,21.0,1.0,-0.18181818181818188,0.0,-8.0,91.74,93.71,-1.9699999999999989,False
2018,M,1347,1254,71,61,W,1,0.625,3.0,16.0,0.5151515151515151,1.0,16.0,0.10984848484848486,0.0,2.0,70.89,67.64,3.25,True
2018,M,1382,1417,65,58,W,1,0.78125,6.0,11.0,0.65625,6.0,11.0,0.125,0.0,0.0,80.26,83.22,-2.9599999999999937,True
2018,M,1393,1113,60,56,W,1,0.6060606060606061,5.0,11.0,0.6451612903225806,8.0,11.0,-0.03910068426197455,0.0,-3.0,81.86,81.26,0.5999999999999943,False
2018,M,1411,1300,64,46,W,1,0.4411764705882353,-1.5,16.0,0.5161290322580645,1.0,16.0,-0.07495256166982922,0.0,-2.5,67.93,65.3,2.6300000000000097,False
2018,M,1104,1439,86,83,W,1,0.5588235294117647,1.0,9.0,0.65625,6.0,8.0,-0.09742647058823528,1.0,-5.0,82.2,83.43,-1.230000000000004,False
2018,M,1138,1112,89,68,W,1,0.7575757575757576,10.0,13.0,0.7941176470588235,9.0,4.0,-0.036541889483065915,9.0,1.0,79.07,87.86,-8.790000000000006,False
2018,M,1181,1233,89,67,W,1,0.7878787878787878,14.0,2.0,0.6060606060606061,4.0,15.0,0.18181818181818177,-13.0,10.0,92.59,74.79,17.799999999999997,True
2018,M,1196,1382,77,62,W,1,0.625,6.0,6.0,0.78125,6.0,11.0,-0.15625,-5.0,0.0,86.43,80.26,6.170000000000002,True
2018,M,1211,1422,68,64,W,1,0.8823529411764706,14.5,4.0,0.7741935483870968,11.0,13.0,0.10815939278937381,-9.0,3.5,89.54,78.03,11.510000000000005,True
2018,M,1222,1361,67,65,W,1,0.7878787878787878,11.0,6.0,0.6774193548387096,9.0,11.0,0.11045943304007821,-5.0,2.0,86.21,81.72,4.489999999999995,True
2018,M,1242,1335,76,60,W,1,0.7941176470588235,6.5,1.0,0.7419354838709677,6.0,16.0,0.052182163187855735,-15.0,0.5,90.88,75.55,15.329999999999998,True
2018,M,1246,1172,78,73,W,1,0.7058823529411765,7.0,5.0,0.65625,10.5,12.0,0.049632352941176516,-7.0,-3.5,88.17,81.9,6.269999999999996,True
2018,M,1260,1274,64,62,W,1,0.84375,10.0,11.0,0.7096774193548387,5.0,6.0,0.13407258064516125,5.0,5.0,81.28,83.94,-2.6599999999999966,False
2018,M,1276,1285,61,47,W,1,0.7941176470588235,9.5,3.0,0.7741935483870968,9.0,14.0,0.01992409867172673,-11.0,0.5,88.54,76.79,11.75,True
2018,M,1326,1355,81,73,W,1,0.75,10.5,5.0,0.8,9.0,12.0,-0.050000000000000044,-7.0,1.5,85.59,78.07,7.52000000000001,True
2018,M,1348,1328,83,78,W,1,0.78125,8.0,7.0,0.5806451612903226,2.0,10.0,0.20060483870967738,-3.0,6.0,83.07,82.1,0.9699999999999989,True
2018,M,1371,1301,94,83,W,1,0.65625,6.5,8.0,0.65625,6.0,9.0,0.0,-1.0,0.5,85.05,81.74,3.3100000000000023,True
2018,M,1397,1460,73,47,W,1,0.7575757575757576,7.0,3.0,0.71875,5.5,14.0,0.03882575757575757,-11.0,1.5,87.17,74.31,12.86,True
2018,M,1403,1372,70,60,W,1,0.7272727272727273,10.0,3.0,0.8,10.5,14.0,-0.07272727272727275,-11.0,-0.5,87.27,74.78,12.489999999999995,True
2018,M,1437,1347,87,61,W,1,0.8823529411764706,16.0,1.0,0.625,3.0,16.0,0.25735294117647056,-15.0,13.0,94.92,70.89,24.03,True
2018,M,1120,1158,62,58,W,1,0.78125,11.0,4.0,0.7741935483870968,7.0,13.0,0.007056451612903247,-9.0,4.0,84.04,76.44,7.6000000000000085,True
2018,M,1139,1116,79,62,W,1,0.6060606060606061,2.0,10.0,0.6764705882352942,4.5,7.0,-0.07040998217468808,3.0,-2.5,84.65,83.29,1.3599999999999994,False
2018,M,1153,1209,68,53,W,1,0.8823529411764706,17.0,2.0,0.6875,8.5,15.0,0.19485294117647056,-13.0,8.5,91.06,75.99,15.070000000000007,True
2018,M,1155,1308,79,68,W,1,0.71875,7.5,5.0,0.8333333333333334,11.5,12.0,-0.11458333333333337,-7.0,-4.0,84.15,79.79,4.359999999999999,True
